timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total
"(8, 16)",37774.26078887097,11643535.976475807,16699.000738053226,9067112.721201612,167714.21999758066,2243639.5104596773,165067.18311532258
"(8, 17)",62516.23409258064,11975547.252419354,40147.50108919355,9171877.202612903,185525.25414516128,2438682.0747580645,179455.78245564518
"(8, 18)",78055.57698774194,11724392.806854839,56041.234611935484,8937943.927669354,191447.17035725806,2421528.11925,173472.10046532258
"(8, 19)",82781.68216241935,11230279.86732258,61940.360345241934,8558450.437064515,191857.79706290324,2317815.6302258065,162158.81012177418
"(8, 20)",80704.48519830644,10701355.171169354,60196.98190548387,8119229.359,191898.17764435484,2238060.468032258,152199.41035887098
"(8, 21)",70351.55073822581,9550682.631137095,51735.42662354839,7123733.274233871,180378.0617201613,2105917.632677419,140655.77581935484
"(8, 22)",56283.33784887097,7839871.974564516,41382.78712540323,5814044.214806451,145304.67763790322,1766683.525717742,113814.39742491936
"(8, 23)",45420.17750330645,6341430.65042742,34978.00396774193,4866726.464766129,102861.61659040322,1290626.2329435484,81223.66597903226
"(9, 0)",37316.92639483334,5025035.235083333,23895.5767155,3434291.968458333,190030.00841725,1306848.08087,93943.50038408332
"(9, 1)",35175.87374241666,4673056.283108334,22328.438215416667,3197800.2697166665,196379.53898633333,1189880.8360891668,88949.49239500001
"(9, 2)",35471.67064633333,4596442.695283334,21592.743310833335,3065418.421425,214964.64681625,1221301.0153733334,94727.77089183334
"(9, 3)",38176.460541333334,4785323.115208333,21720.14054366667,3026832.3708,245776.65744733333,1402314.9202591667,110401.054827
"(9, 4)",42180.340215916665,5307913.726600001,22661.562063083333,3117375.243191667,293944.05522475,1755159.23829,141449.71231766665
"(9, 5)",50940.945318000005,6356605.798625001,25346.599271416668,3460986.6078583333,357916.5906658333,2346033.6385049997,191581.18807816666
"(9, 6)",49292.44596633334,7400278.680191667,19766.468129493336,3933779.40585,384885.41002583335,2848502.3410166665,233112.4964005
"(9, 7)",34880.3636416,7964848.7837499995,5657.619118861167,4355064.333275,365616.30041416665,3002507.7064166665,241660.04640583333
"(9, 8)",16518.68903662644,8226490.239416667,-11844.71015904325,4738532.220158334,332532.81031333335,2928721.0452,226676.08991
"(9, 9)",-2103.1674387966664,8434891.139133332,-29701.4022100875,5092107.847033334,307605.35914,2824945.2889416665,210260.22955083335
"(9, 10)",-16641.263956526665,8601836.491558334,-42588.56507184,5411704.829466667,278076.72266416665,2715908.9337833333,196217.73117666665
"(9, 11)",-22824.24352491717,8788838.288916666,-46925.12747389083,5760063.717458334,246745.2548366667,2595167.8237083335,186922.30745249998
"(9, 12)",-23127.930175294998,8723008.81495,-44693.06492853333,5983222.621316667,214695.90343500001,2356250.3146083336,168885.9752075
"(9, 13)",-17949.92645484583,8631051.552425,-37375.47024370833,6164709.296791667,190953.67114583336,2124724.6938833334,150733.77804416665
"(9, 14)",-3878.5851513458333,8854964.251525,-23040.2146118575,6462438.01295,182842.50065,2062317.2430416667,147358.54122666668
"(9, 15)",18062.446116770334,9462539.438849999,-2330.125605916917,6901212.932925,187219.64481666667,2212219.534558333,161844.62585083334
"(9, 16)",43564.70927466666,10228326.787716666,19992.3360093675,7319312.745991667,207666.63824333335,2512521.631591667,188824.102445
"(9, 17)",63912.22578391666,10585741.561616667,39092.631101583334,7464721.650275,227167.28074583333,2691004.5995416665,202833.90998666667
"(9, 18)",74423.51493416665,10434487.605091667,49679.081222166664,7327203.876458333,239767.21622750003,2671806.2522583334,195691.58347416666
"(9, 19)",75727.80560816666,10158487.340425001,51148.30194141667,7135207.613325,247110.47760333333,2591771.584,184388.0773075
"(9, 20)",73203.15645299999,9832167.736675,48890.813621249996,6862789.394691667,257286.30586666666,2534324.199025,177807.38696666667
