energy_type,element,value
natural_gas,hot_tub_heater,87629.714
electricity,heating_hp_bkup,87908.13
natural_gas,grill,88002.199
natural_gas,hot_water,88102.731
electricity,lighting_exterior,88170.841
electricity,cooling,88178.051
electricity,heating_fans_pumps,88264.789
electricity,ceiling_fan,88305.691
electricity,clothes_dryer,88390.23
natural_gas,range_oven,88635.24
electricity,clothes_washer,88749.765
electricity,heating_hp_bkup,88773.264
electricity,lighting_exterior,88896.245
natural_gas,heating,88909.554
electricity,plug_loads,89176.547
electricity,dishwasher,89295.646
propane,hot_water,89538.487
electricity,lighting_exterior,89606.278
electricity,heating_fans_pumps,89717.852
natural_gas,clothes_dryer,89852.957
natural_gas,fireplace,89904.242
electricity,range_oven,90053.098
propane,range_oven,90524.97
natural_gas,fireplace,90644.522
propane,range_oven,90683.227
electricity,dishwasher,90726.696
electricity,range_oven,90853.468
electricity,freezer,91126.185
electricity,lighting_exterior,91149.805
natural_gas,hot_water,91299.549
electricity,freezer,91445.926
electricity,well_pump,91541.903
electricity,clothes_washer,91595.98
electricity,lighting_interior,91607.284
natural_gas,lighting,91635.126
natural_gas,hot_tub_heater,91638.641
electricity,clothes_dryer,92025.476
natural_gas,heating,92121.615
electricity,hot_tub_pump,92689.872
electricity,well_pump,92721.848
fuel_oil,hot_water,92762.271
electricity,hot_water,92992.623
electricity,heating_fans_pumps,93105.082
natural_gas,heating,93147.657
electricity,range_oven,93157.012
electricity,heating_hp_bkup,93195.424
electricity,heating_hp_bkup,93324.368
natural_gas,range_oven,93346.079
natural_gas,heating,93369.806
natural_gas,heating,93389.736
electricity,refrigerator,93703.581
natural_gas,hot_tub_heater,93871.838
natural_gas,pool_heater,94135.893
electricity,mech_vent,94288.668
natural_gas,grill,94341.044
electricity,well_pump,94365.345
electricity,heating_fans_pumps,94415.193
propane,clothes_dryer,94457.092
electricity,mech_vent,94546.296
natural_gas,grill,94719.401
natural_gas,heating,94752.806
electricity,hot_water,94910.481
electricity,lighting_exterior,95148.189
electricity,plug_loads,95185.38
propane,hot_water,95249.567
fuel_oil,hot_water,95346.277
electricity,clothes_washer,95473.169
electricity,lighting_interior,95548.212
natural_gas,range_oven,95670.427
electricity,mech_vent,95682.384
propane,range_oven,95760.399
natural_gas,range_oven,95891.994
electricity,lighting_garage,96101.302
electricity,range_oven,96164.207
natural_gas,pool_heater,96171.272
electricity,cooling_fans_pumps,96182.7
natural_gas,range_oven,96321.918
electricity,ceiling_fan,96420.303
electricity,refrigerator,96492.723
electricity,well_pump,96782.315
electricity,hot_tub_heater,97269.703
electricity,range_oven,97295.168
electricity,pool_heater,97297.542
electricity,hot_water,97447.301
natural_gas,range_oven,97507.666
electricity,freezer,97521.005
electricity,mech_vent,97529.612
natural_gas,fireplace,97681.751
electricity,clothes_dryer,97776.421
electricity,freezer,97840.746
fuel_oil,heating,98100.854
electricity,range_oven,98149.769
electricity,heating_fans_pumps,98221.608
electricity,ceiling_fan,98283.646
electricity,heating_fans_pumps,98340.573
electricity,pool_heater,98433.191
electricity,plug_loads,98456.057
electricity,well_pump,98468.352
electricity,pool_heater,98563.905
natural_gas,range_oven,98686.115
electricity,hot_tub_pump,98799.529
electricity,lighting_exterior,98862.616
electricity,well_pump,98870.474
electricity,heating_fans_pumps,99049.217
propane,range_oven,99060.672
electricity,heating,99177.008
propane,hot_water,99179.061
electricity,pool_pump,99427.874
electricity,hot_water,99600.497
electricity,heating_hp_bkup,99849.022
electricity,hot_tub_pump,100103.396
electricity,refrigerator,100226.484
natural_gas,fireplace,100233.814
electricity,lighting_interior,100252.292
electricity,freezer,100398.674
propane,range_oven,100858.347
electricity,heating,100936.607
electricity,heating_hp_bkup,101148.203
propane,hot_water,101302.361
electricity,plug_loads,101320.235
electricity,cooling_fans_pumps,101378.269
electricity,lighting_exterior,101478.042
natural_gas,fireplace,101606.264
electricity,clothes_dryer,101619.164
natural_gas,range_oven,101837.808
propane,heating,102182.159
natural_gas,fireplace,102221.138
natural_gas,fireplace,102566.074
electricity,pool_heater,102590.994
natural_gas,fireplace,102629.668
electricity,freezer,102636.861
electricity,clothes_dryer,102888.455
propane,hot_water,102928.026
electricity,freezer,102956.602
electricity,lighting_interior,103132.301
natural_gas,pool_heater,103167.464
electricity,refrigerator,103250.064
electricity,plug_loads,103485.74
electricity,lighting_exterior,103486.463
electricity,clothes_washer,103774.885
propane,range_oven,103892.232
electricity,hot_tub_pump,103949.371
electricity,cooling_fans_pumps,103952.31
natural_gas,fireplace,104018.838
electricity,ceiling_fan,104044.164
electricity,heating_hp_bkup,104286.995
natural_gas,hot_tub_heater,104409.204
electricity,freezer,104555.307
electricity,hot_water,104922.374
electricity,plug_loads,105021.141
electricity,hot_water,105022.019
propane,hot_water,105035.499
electricity,freezer,105514.53
propane,range_oven,105539.582
electricity,clothes_dryer,105553.648
electricity,refrigerator,105790.709
propane,hot_water,105983.877
electricity,cooling,106017.879
natural_gas,fireplace,106244.999
electricity,mech_vent,106262.708
fuel_oil,heating,106356.371
electricity,heating,106461.003
electricity,range_oven,106550.361
electricity,range_oven,106729.138
electricity,heating_hp_bkup,106749.964
electricity,ceiling_fan,106777.461
electricity,ceiling_fan,106857.075
natural_gas,clothes_dryer,107329.964
electricity,heating_hp_bkup,107416.113
electricity,mech_vent,107426.3
electricity,lighting_garage,107586.138
propane,hot_water,107737.028
propane,hot_water,107798.281
electricity,ceiling_fan,107824.473
natural_gas,clothes_dryer,107845.462
electricity,refrigerator,107885.878
electricity,cooling,108072.009
electricity,cooling,108074.347
electricity,plug_loads,108338.113
propane,heating,108768.934
electricity,mech_vent,108777.476
natural_gas,hot_water,109060.245
electricity,heating_fans_pumps,109362.092
electricity,well_pump,109372.925
electricity,pool_heater,109424.532
electricity,cooling_fans_pumps,109481.681
electricity,heating,109643.162
electricity,refrigerator,109656.604
electricity,well_pump,109835.128
electricity,heating_hp_bkup,109893.737
natural_gas,lighting,110015.374
natural_gas,hot_water,110074.564
electricity,clothes_dryer,110480.758
propane,clothes_dryer,110504.484
propane,heating,110584.213
electricity,freezer,110630.386
electricity,well_pump,110767.667
electricity,lighting_exterior,110802.762
electricity,dishwasher,110803.271
natural_gas,fireplace,111187.933
electricity,range_oven,111219.272
electricity,range_oven,111299.873
fuel_oil,heating,111361.145
fuel_oil,heating,111537.574
fuel_oil,hot_water,111741.845
electricity,heating,111986.559
propane,range_oven,111995.348
natural_gas,lighting,112091.201
natural_gas,grill,112194.339
natural_gas,range_oven,112570.651
propane,range_oven,112646.572
natural_gas,heating,112939.041
electricity,refrigerator,112976.223
electricity,heating_hp_bkup,113061.838
natural_gas,lighting,113145.665
natural_gas,hot_water,113164.702
electricity,freezer,113188.314
electricity,dishwasher,113227.81
electricity,clothes_dryer,113291.014
electricity,cooling_fans_pumps,113527.822
electricity,well_pump,113736.197
electricity,cooling,114279.545
electricity,well_pump,114336.106
electricity,cooling_fans_pumps,114460.667
propane,hot_water,114743.184
electricity,freezer,114787.019
electricity,range_oven,114793.567
electricity,clothes_dryer,114822.009
electricity,range_oven,114970.593
electricity,hot_water,115107.765
electricity,cooling,115158.173
electricity,dishwasher,115188.51
electricity,dishwasher,115230.729
electricity,cooling,115507.804
electricity,cooling,115640.273
electricity,refrigerator,115666.319
electricity,range_oven,115690.369
electricity,heating_fans_pumps,115817.877
electricity,refrigerator,116003.335
propane,range_oven,116034.175
electricity,heating,116064.931
electricity,hot_water,116388.782
electricity,lighting_interior,116406.069
electricity,clothes_dryer,116488.992
electricity,heating_hp_bkup,116815.488
electricity,lighting_interior,116956.753
electricity,heating_fans_pumps,117057.863
electricity,hot_tub_heater,117172.744
electricity,range_oven,117372.302
fuel_oil,heating,117478.417
propane,hot_water,117683.861
electricity,refrigerator,117926.49
electricity,well_pump,117972.845
electricity,dishwasher,118026.831
electricity,pool_pump,118027.042
natural_gas,hot_water,118040.819
electricity,range_oven,118043.439
propane,clothes_dryer,118050.782
electricity,well_pump,118071.305
electricity,heating_fans_pumps,118142.707
propane,hot_water,118206.407
propane,range_oven,118212.574
electricity,well_pump,118251.257
electricity,hot_water,118255.353
natural_gas,range_oven,118310.149
propane,heating,118311.618
natural_gas,hot_water,118318.067
electricity,hot_water,118328.322
electricity,range_oven,118519.381
natural_gas,range_oven,118544.613
natural_gas,lighting,119438.196
natural_gas,fireplace,119511.446
electricity,freezer,119583.134
natural_gas,clothes_dryer,119725.977
electricity,cooling_fans_pumps,119739.468
electricity,clothes_dryer,119888.626
electricity,refrigerator,119890.359
electricity,lighting_interior,119990.344
electricity,cooling_fans_pumps,120039.57
electricity,cooling,120375.422
electricity,cooling,120946.034
electricity,heating_hp_bkup,121151.184
electricity,hot_water,121217.127
electricity,dishwasher,121293.116
natural_gas,hot_tub_heater,121331.129
natural_gas,range_oven,121464.205
electricity,clothes_dryer,121511.366
natural_gas,fireplace,121599.869
electricity,mech_vent,121788.208
electricity,range_oven,121912.553
natural_gas,hot_tub_heater,122021.902
electricity,clothes_dryer,122091.942
natural_gas,grill,122464.443
electricity,heating,122632.661
electricity,heating_fans_pumps,122744.865
electricity,heating_hp_bkup,123038.269
natural_gas,heating,123345.114
natural_gas,hot_water,123359.472
electricity,freezer,123420.026
electricity,hot_tub_heater,123565.209
electricity,refrigerator,123625.233
electricity,lighting_exterior,123760.498
electricity,lighting_exterior,123814.994
electricity,hot_tub_pump,123824.278
electricity,heating,123963.495
electricity,ceiling_fan,124037.75
propane,range_oven,124115.586
electricity,pool_heater,124121.458
electricity,ceiling_fan,124294.312
natural_gas,fireplace,124322.507
natural_gas,range_oven,124640.507
electricity,refrigerator,124655.103
propane,range_oven,124724.616
electricity,hot_water,124805.197
electricity,ceiling_fan,124995.533
electricity,cooling_fans_pumps,125037.307
electricity,range_oven,125107.902
electricity,range_oven,125437.908
natural_gas,hot_water,125470.757
natural_gas,grill,125544.312
natural_gas,heating,125563.074
natural_gas,hot_water,126030.526
electricity,lighting_exterior,126277.325
electricity,well_pump,126539.588
electricity,ceiling_fan,126740.385
natural_gas,range_oven,126898.596
natural_gas,pool_heater,126939.336
natural_gas,hot_water,127289.265
electricity,hot_tub_heater,127290.431
electricity,cooling_fans_pumps,127322.673
natural_gas,heating,127323.849
electricity,clothes_dryer,127440.171
electricity,dishwasher,127556.38
electricity,cooling_fans_pumps,127573.251
electricity,cooling,127851.081
electricity,cooling,128115.432
electricity,heating,128130.67
propane,range_oven,128203.074
electricity,cooling_fans_pumps,128365.708
electricity,lighting_interior,128571.741
natural_gas,clothes_dryer,128778.056
electricity,hot_water,128928.994
electricity,dishwasher,129071.592
electricity,lighting_garage,129381.786
propane,range_oven,129512.811
electricity,lighting_interior,129658.742
electricity,heating,129671.052
natural_gas,clothes_dryer,129850.407
electricity,hot_tub_heater,129938.035
electricity,clothes_dryer,130372.949
electricity,range_oven,130646.352
electricity,clothes_dryer,130792.936
electricity,heating_fans_pumps,130869.126
electricity,heating_fans_pumps,130928.917
natural_gas,hot_tub_heater,131258.62
natural_gas,range_oven,131284.129
electricity,lighting_exterior,131338.852
natural_gas,range_oven,131360.024
natural_gas,fireplace,131385.803
propane,range_oven,131443.239
natural_gas,range_oven,131583.334
natural_gas,pool_heater,131649.869
natural_gas,hot_water,131974.007
electricity,well_pump,132032.055
natural_gas,fireplace,132152.768
natural_gas,clothes_dryer,132185.616
electricity,ceiling_fan,132186.328
natural_gas,hot_water,132377.855
electricity,heating_fans_pumps,132519.704
natural_gas,hot_water,132606.16
electricity,lighting_interior,132655.685
electricity,lighting_exterior,132710.445
electricity,lighting_exterior,132756.052
electricity,well_pump,132828.033
electricity,cooling_fans_pumps,132884.567
electricity,well_pump,132922.072
electricity,hot_water,133018.509
electricity,clothes_dryer,133114.341
electricity,range_oven,133269.335
electricity,heating_hp_bkup,133272.311
electricity,heating,133294.877
natural_gas,fireplace,133355.541
natural_gas,pool_heater,133420.308
natural_gas,range_oven,133638.056
electricity,lighting_interior,133938.461
electricity,clothes_washer,133955.507
electricity,dishwasher,133971.138
electricity,well_pump,133979.794
electricity,cooling_fans_pumps,133980.953
electricity,clothes_dryer,133985.346
natural_gas,heating,134054.811
electricity,cooling,134391.551
electricity,lighting_exterior,134704.232
electricity,pool_heater,134816.499
electricity,clothes_dryer,135103.128
propane,hot_water,135329.964
electricity,refrigerator,135635.896
natural_gas,hot_water,135781.589
electricity,lighting_exterior,136008.671
propane,range_oven,136019.267
natural_gas,fireplace,136039.478
electricity,refrigerator,136069.628
electricity,lighting_exterior,136145.252
electricity,mech_vent,136207.216
natural_gas,grill,136216.769
electricity,clothes_dryer,136339.002
electricity,hot_tub_pump,136355.997
natural_gas,range_oven,136450.085
fuel_oil,heating,137268.335
electricity,mech_vent,137409.42
propane,range_oven,137538.264
fuel_oil,hot_water,137782.967
natural_gas,hot_water,137805.243
fuel_oil,heating,137856.234
electricity,heating,137935.657
electricity,cooling,137935.661
electricity,well_pump,137986.101
electricity,heating_fans_pumps,138052.602
electricity,heating_fans_pumps,138307.849
natural_gas,hot_water,138349.477
electricity,well_pump,138350.916
electricity,well_pump,138468.464
electricity,well_pump,138555.212
electricity,lighting_exterior,138741.78
electricity,freezer,138767.594
natural_gas,hot_water,139107.066
natural_gas,fireplace,139312.212
electricity,range_oven,139428.239
propane,range_oven,139581.851
electricity,heating_hp_bkup,139851.06
electricity,lighting_exterior,139871.034
electricity,heating_fans_pumps,140115.51
electricity,heating,140164.169
natural_gas,fireplace,140357.011
electricity,refrigerator,141061.527
electricity,heating_fans_pumps,141223.042
electricity,hot_tub_pump,141519.325
electricity,clothes_dryer,141606.952
electricity,range_oven,141667.878
natural_gas,range_oven,141729.479
natural_gas,fireplace,141837.021
electricity,ceiling_fan,142040.282
electricity,heating,142043.341
electricity,dishwasher,142127.277
propane,heating,142383.598
electricity,lighting_interior,142620.693
fuel_oil,heating,142657.911
propane,range_oven,142686.358
electricity,hot_water,144003.693
electricity,cooling_fans_pumps,144144.376
electricity,cooling_fans_pumps,144243.714
electricity,heating_fans_pumps,144520.382
electricity,range_oven,144625.845
natural_gas,grill,145150.156
propane,hot_water,145298.776
natural_gas,heating,145315.481
electricity,well_pump,145384.054
electricity,plug_loads,145603.863
natural_gas,range_oven,145609.156
electricity,ceiling_fan,145639.552
electricity,refrigerator,145973.957
electricity,cooling_fans_pumps,146666.827
electricity,dishwasher,146716.153
electricity,dishwasher,146732.286
natural_gas,fireplace,146944.072
electricity,cooling_fans_pumps,147060.125
natural_gas,hot_water,147428.817
electricity,ceiling_fan,147442.423
natural_gas,range_oven,147444.935
electricity,hot_water,147523.479
electricity,heating_fans_pumps,147536.955
electricity,mech_vent,147623.012
natural_gas,hot_water,147676.461
electricity,clothes_dryer,147764.972
electricity,cooling,147876.929
fuel_oil,hot_water,148012.908
electricity,pool_pump,148082.359
electricity,cooling_fans_pumps,148548.047
electricity,hot_water,148858.123
electricity,heating_hp_bkup,149278.384
electricity,cooling,149545.377
electricity,ceiling_fan,149589.491
electricity,ceiling_fan,150003.927
propane,hot_water,150099.279
electricity,heating_fans_pumps,150231.464
propane,range_oven,150260.765
natural_gas,hot_water,150281.571
electricity,hot_water,150428.688
natural_gas,lighting,150550.925
propane,hot_water,150851.006
natural_gas,range_oven,150893.814
natural_gas,heating,151215.587
electricity,heating,151283.577
electricity,lighting_exterior,151453.832
electricity,heating,151460.301
natural_gas,clothes_dryer,151543.24
electricity,clothes_dryer,152120.293
electricity,freezer,152516.457
electricity,heating_fans_pumps,152698.813
natural_gas,hot_tub_heater,152913.934
propane,heating,153262.688
electricity,refrigerator,153477.432
natural_gas,pool_heater,153584.186
natural_gas,fireplace,153688.236
electricity,cooling,153788.167
electricity,range_oven,153913.55
natural_gas,clothes_dryer,153921.792
electricity,refrigerator,154416.16
electricity,range_oven,154465.111
electricity,clothes_dryer,154466.616
natural_gas,clothes_dryer,154543.413
electricity,cooling,154624.588
propane,hot_water,154667.084
electricity,heating_hp_bkup,155782.223
natural_gas,range_oven,156117.495
natural_gas,lighting,156128.938
electricity,cooling,156421.705
propane,range_oven,156443.704
propane,range_oven,156458.65
electricity,hot_tub_pump,156595.786
fuel_oil,hot_water,156929.886
electricity,heating_fans_pumps,157025.14
electricity,cooling_fans_pumps,157254.315
electricity,heating_fans_pumps,157327.497
natural_gas,fireplace,157470.886
electricity,lighting_exterior,157506.344
electricity,lighting_interior,157540.068
electricity,cooling,157713.556
electricity,well_pump,157935.995
electricity,range_oven,158068.725
natural_gas,range_oven,158271.877
electricity,heating,158337.801
electricity,range_oven,158452.073
electricity,clothes_dryer,158526.228
electricity,cooling_fans_pumps,158529.186
electricity,lighting_interior,158609.783
electricity,ceiling_fan,158616.893
natural_gas,grill,158754.512
natural_gas,fireplace,158792.635
electricity,range_oven,159156.586
natural_gas,range_oven,159239.309
natural_gas,range_oven,159526.524
propane,range_oven,159588.636
electricity,lighting_garage,159621.665
electricity,heating_hp_bkup,159975.773
electricity,clothes_dryer,160045.244
electricity,heating_fans_pumps,160144.872
electricity,dishwasher,160152.883
natural_gas,fireplace,160592.105
electricity,cooling,160720.757
electricity,mech_vent,160941.592
natural_gas,clothes_dryer,161185.261
natural_gas,fireplace,161596.749
electricity,cooling,161612.584
electricity,lighting_interior,161642.749
electricity,range_oven,161667.641
natural_gas,grill,161848.492
electricity,cooling,161937.886
electricity,well_pump,161981.262
natural_gas,fireplace,162351.403
electricity,heating,162591.394
electricity,well_pump,162905.048
electricity,lighting_garage,162923.116
electricity,ceiling_fan,162981.229
electricity,lighting_garage,163458.844
electricity,dishwasher,163663.613
electricity,pool_heater,163669.933
electricity,mech_vent,163704.296
electricity,plug_loads,163775.739
electricity,lighting_exterior,163974.533
electricity,lighting_garage,164044.396
natural_gas,hot_tub_heater,164429.863
electricity,heating_hp_bkup,164450.09
propane,clothes_dryer,164454.483
fuel_oil,heating,164542.116
propane,range_oven,164633.281
electricity,refrigerator,165197.069
propane,hot_water,165351.576
electricity,range_oven,165412.794
natural_gas,grill,165675.087
natural_gas,pool_heater,166157.816
fuel_oil,hot_water,166202.658
natural_gas,range_oven,166824.25
electricity,heating_hp_bkup,166903.387
electricity,range_oven,167083.867
electricity,lighting_exterior,167127.532
natural_gas,range_oven,167499.81
natural_gas,fireplace,167775.861
electricity,heating_hp_bkup,168091.781
natural_gas,heating,168106.736
electricity,heating,168161.542
electricity,lighting_exterior,168500.329
electricity,freezer,168503.507
electricity,clothes_dryer,168658.289
electricity,ceiling_fan,168872.695
propane,hot_water,168941.111
natural_gas,heating,169027.566
electricity,well_pump,169303.056
electricity,refrigerator,169344.303
electricity,hot_water,169427.903
electricity,mech_vent,169538.64
electricity,clothes_washer,170080.777
electricity,clothes_dryer,170139.174
electricity,pool_heater,170149.44
electricity,dishwasher,170387.653
natural_gas,range_oven,170529.574
electricity,clothes_dryer,170656.443
electricity,hot_water,170684.589
natural_gas,fireplace,170754.909
propane,hot_water,170759.324
natural_gas,range_oven,170857.528
electricity,hot_water,170863.069
electricity,cooling,170980.59
electricity,heating,171216.805
natural_gas,grill,171631.204
electricity,range_oven,171778.866
electricity,dishwasher,171966.327
natural_gas,hot_water,172194.491
electricity,lighting_interior,172286.827
electricity,range_oven,172451.462
natural_gas,heating,172545.298
electricity,range_oven,172946.167
propane,hot_water,173050.259
natural_gas,pool_heater,173161.333
electricity,cooling,173182.721
electricity,lighting_exterior,173435.763
electricity,lighting_garage,173529.332
natural_gas,range_oven,173867.931
natural_gas,pool_heater,174243.351
natural_gas,hot_tub_heater,174244.522
electricity,freezer,174258.845
electricity,ceiling_fan,174937.372
natural_gas,heating,175216.35
electricity,hot_tub_heater,175857.01
electricity,cooling_fans_pumps,176041.05
electricity,cooling,176327.091
electricity,mech_vent,176685.412
fuel_oil,hot_water,176697.823
electricity,lighting_interior,176741.5
electricity,clothes_dryer,176994.696
electricity,heating,177135.966
propane,range_oven,177200.441
electricity,clothes_washer,177327.422
electricity,refrigerator,177387.932
electricity,clothes_dryer,177546.532
electricity,lighting_garage,177583.668
electricity,heating_hp_bkup,177749.062
electricity,refrigerator,178197.398
electricity,lighting_exterior,178240.46
electricity,cooling_fans_pumps,178284.502
natural_gas,range_oven,178367.176
electricity,clothes_dryer,178788.88
electricity,hot_tub_pump,179175.729
natural_gas,heating,179277.144
electricity,heating_fans_pumps,179458.567
electricity,lighting_interior,179709.429
natural_gas,range_oven,179770.995
electricity,lighting_exterior,179783.795
fuel_oil,heating,179854.787
propane,hot_water,179879.107
natural_gas,hot_tub_heater,180118.865
electricity,heating_hp_bkup,180393.153
electricity,hot_water,180494.268
electricity,hot_water,180524.742
electricity,refrigerator,180921.775
electricity,range_oven,180942.32
electricity,lighting_interior,181112.069
electricity,pool_pump,181171.248
electricity,clothes_dryer,181558.112
electricity,pool_heater,181634.019
electricity,heating_hp_bkup,181972.518
electricity,cooling,181982.774
propane,hot_water,182608.48
propane,range_oven,182924.143
electricity,lighting_interior,183122.821
electricity,cooling_fans_pumps,183646.259
electricity,heating_fans_pumps,183852.571
propane,hot_water,184065.336
electricity,mech_vent,184736.256
natural_gas,range_oven,184763.712
propane,clothes_dryer,184861.596
propane,clothes_dryer,184918.455
natural_gas,grill,185060.851
natural_gas,range_oven,185150.313
natural_gas,hot_tub_heater,185169.919
electricity,ceiling_fan,185446.692
electricity,range_oven,185650.499
electricity,well_pump,185681.953
electricity,dishwasher,185763.212
natural_gas,range_oven,185973.845
propane,range_oven,186006.95
electricity,well_pump,186079.349
natural_gas,range_oven,186389.107
electricity,mech_vent,186560.968
electricity,lighting_exterior,186830.979
electricity,cooling_fans_pumps,187036.783
natural_gas,hot_water,187109.758
electricity,cooling_fans_pumps,187535.297
electricity,lighting_interior,188510.932
electricity,heating_fans_pumps,188966.655
electricity,plug_loads,189343.545
electricity,lighting_interior,189353.519
natural_gas,heating,189459.894
electricity,heating_fans_pumps,189652.153
electricity,freezer,189926.154
electricity,ceiling_fan,189954.319
electricity,heating_fans_pumps,189966.325
natural_gas,grill,189981.539
electricity,heating_fans_pumps,190061.236
electricity,clothes_washer,190109.281
natural_gas,fireplace,190296.616
natural_gas,range_oven,190811.526
natural_gas,range_oven,190900.956
electricity,hot_water,191132.156
electricity,ceiling_fan,191659.671
propane,heating,191739.403
natural_gas,range_oven,192379.189
natural_gas,grill,192387.341
electricity,heating,192587.848
electricity,plug_loads,192623.01
electricity,heating,192676.058
natural_gas,hot_water,193040.346
natural_gas,fireplace,193144.973
natural_gas,fireplace,193204.169
electricity,heating_hp_bkup,193415.478
electricity,lighting_interior,194408.994
natural_gas,heating,194865.005
electricity,hot_tub_pump,194894.886
electricity,refrigerator,195104.939
electricity,heating_fans_pumps,195496.279
electricity,freezer,196001.233
electricity,hot_water,196485.104
electricity,ceiling_fan,196763.94
electricity,lighting_garage,196969.967
fuel_oil,hot_water,197233.606
natural_gas,hot_water,197362.854
electricity,pool_pump,197455.165
electricity,clothes_dryer,197570.921
electricity,well_pump,197864.033
electricity,plug_loads,197997.348
natural_gas,pool_heater,198762.85
electricity,clothes_dryer,198846.363
electricity,lighting_interior,199005.807
electricity,freezer,199838.125
electricity,ceiling_fan,200294.787
propane,hot_water,200317.593
electricity,cooling_fans_pumps,200774.787
electricity,refrigerator,201495.668
electricity,dishwasher,201531.153
electricity,heating_hp_bkup,201557.868
electricity,lighting_interior,201674.813
propane,clothes_dryer,201715.815
electricity,lighting_interior,201775.929
electricity,lighting_exterior,201839.281
electricity,heating_hp_bkup,201856.514
electricity,freezer,202396.053
electricity,range_oven,202580.341
electricity,dishwasher,203268.298
electricity,clothes_dryer,203495.653
electricity,lighting_exterior,203652.595
electricity,ceiling_fan,203752.733
electricity,pool_pump,203810.403
electricity,cooling_fans_pumps,204220.418
natural_gas,grill,204227.706
electricity,hot_tub_pump,204426.436
electricity,plug_loads,204455.172
propane,hot_water,205021.381
electricity,cooling,205463.326
electricity,lighting_interior,205812.684
electricity,plug_loads,205853.708
electricity,refrigerator,205986.975
electricity,refrigerator,206161.637
electricity,pool_pump,206392.066
electricity,plug_loads,206581.394
electricity,hot_tub_heater,206924.58
electricity,lighting_exterior,207036.995
electricity,plug_loads,207272.468
electricity,clothes_washer,207599.752
electricity,refrigerator,208444.396
natural_gas,range_oven,208812.289
electricity,lighting_interior,209323.09
electricity,cooling,209435.331
electricity,heating,209557.828
electricity,cooling,209595.636
propane,heating,209802.544
natural_gas,range_oven,209962.884
electricity,heating_fans_pumps,209995.973
electricity,freezer,210069.837
electricity,lighting_exterior,210135.679
electricity,hot_water,210377.259
electricity,clothes_washer,211201.098
natural_gas,clothes_dryer,211228.367
propane,hot_water,211537.82
electricity,range_oven,211825.281
fuel_oil,heating,212179.353
natural_gas,hot_water,212302.148
electricity,freezer,212308.024
electricity,ceiling_fan,212674.442
electricity,heating,212958.625
electricity,mech_vent,213348.516
natural_gas,range_oven,213455.383
electricity,heating_hp_bkup,213465.934
natural_gas,grill,213536.265
propane,heating,214017.492
electricity,well_pump,214055.011
electricity,heating_fans_pumps,214167.257
natural_gas,fireplace,214657.842
electricity,dishwasher,214758.922
electricity,heating_fans_pumps,214778.601
propane,hot_water,215089.256
electricity,range_oven,215233.704
electricity,lighting_interior,215251.906
electricity,clothes_dryer,215431.546
electricity,refrigerator,215764.704
electricity,range_oven,215925.049
electricity,range_oven,215926.216
natural_gas,hot_water,215969.344
electricity,plug_loads,216092.72
electricity,cooling,216535.561
electricity,clothes_washer,216579.782
natural_gas,range_oven,216937.386
natural_gas,heating,217270.002
electricity,hot_water,217378.725
electricity,cooling,217540.791
propane,hot_water,217621.678
electricity,mech_vent,217720.296
electricity,mech_vent,217754.856
electricity,refrigerator,217855.192
electricity,cooling,218104.078
electricity,lighting_exterior,218294.348
electricity,hot_water,218771.395
electricity,lighting_exterior,219155.498
electricity,freezer,219342.326
electricity,ceiling_fan,219396.949
electricity,lighting_interior,219450.146
electricity,dishwasher,219478.746
electricity,ceiling_fan,219579.587
electricity,plug_loads,220296.834
electricity,range_oven,220492.892
electricity,range_oven,220851.865
electricity,lighting_interior,220886.214
electricity,cooling,221146.15
electricity,clothes_washer,221274.449
natural_gas,clothes_dryer,222196.207
electricity,heating,222574.581
electricity,lighting_exterior,222701.146
fuel_oil,hot_water,222858.569
propane,hot_water,223116.765
electricity,refrigerator,223276.965
electricity,lighting_exterior,223701.57
electricity,heating_fans_pumps,223850.028
electricity,cooling,224032.906
electricity,cooling_fans_pumps,224061.33
electricity,ceiling_fan,224101.632
electricity,cooling,224458.444
electricity,cooling,224459.326
natural_gas,clothes_dryer,224675.908
electricity,range_oven,224755.263
electricity,hot_tub_heater,224802.789
fuel_oil,heating,225043.119
electricity,pool_heater,225043.411
electricity,refrigerator,225517.493
electricity,refrigerator,225944.829
electricity,lighting_interior,225980.644
electricity,clothes_dryer,226003.518
natural_gas,range_oven,226412.627
propane,heating,226660.872
natural_gas,heating,226794.219
electricity,plug_loads,226839.352
electricity,clothes_dryer,227361.312
electricity,cooling_fans_pumps,227718.562
fuel_oil,heating,227961.231
electricity,heating_fans_pumps,228155.814
electricity,heating_fans_pumps,228477.005
electricity,heating_hp_bkup,228555.277
electricity,cooling,228674.556
electricity,cooling_fans_pumps,228896.421
natural_gas,heating,228982.875
electricity,range_oven,229016.207
electricity,lighting_interior,229719.968
electricity,lighting_garage,230008.094
propane,hot_water,230064.012
electricity,refrigerator,230221.28
electricity,plug_loads,230266.523
fuel_oil,heating,230409.255
electricity,heating_fans_pumps,230475.476
electricity,heating,230556.664
electricity,clothes_dryer,230579.808
electricity,freezer,231172.743
electricity,well_pump,231486.602
electricity,pool_pump,231664.751
electricity,heating_hp_bkup,232073.01
electricity,lighting_exterior,232458.51
electricity,range_oven,232487.353
electricity,well_pump,232909.718
electricity,mech_vent,233501.224
electricity,lighting_exterior,233897.896
