energy_type,element,value
electricity,lighting_exterior,233936.145
electricity,heating_fans_pumps,234589.891
electricity,plug_loads,234681.945
propane,range_oven,234794.208
natural_gas,hot_water,234819.092
electricity,lighting_interior,234845.196
electricity,cooling_fans_pumps,235011.041
natural_gas,hot_water,235298.554
electricity,heating_hp_bkup,235732.588
electricity,lighting_garage,235746.996
electricity,lighting_interior,235836.636
electricity,ceiling_fan,235853.164
electricity,hot_tub_pump,235933.04
electricity,plug_loads,236285.913
electricity,heating_hp_bkup,236321.078
electricity,dishwasher,236580.793
propane,hot_water,236587.775
propane,heating,237229.6
electricity,dishwasher,237289.255
electricity,lighting_exterior,237461.228
electricity,refrigerator,237563.617
electricity,lighting_exterior,237867.509
electricity,heating_fans_pumps,237870.561
electricity,heating,237893.121
electricity,clothes_dryer,237975.149
electricity,range_oven,238369.312
electricity,hot_water,238480.431
electricity,lighting_interior,238699.35
propane,hot_water,238703.745
natural_gas,range_oven,239131.635
electricity,hot_water,239824.451
electricity,heating_hp_bkup,239915.591
electricity,dishwasher,239977.134
electricity,cooling_fans_pumps,240128.371
natural_gas,hot_water,240599.338
electricity,cooling,240842.58
electricity,cooling,240962.743
electricity,heating_fans_pumps,241061.498
propane,range_oven,241616.318
electricity,mech_vent,241714.676
natural_gas,fireplace,242218.242
natural_gas,hot_water,242680.431
natural_gas,grill,243369.106
electricity,hot_water,243765.087
natural_gas,heating,244277.674
natural_gas,lighting,244605.062
electricity,heating_fans_pumps,245230.71
electricity,hot_tub_pump,245270.002
electricity,heating,245301.368
electricity,cooling_fans_pumps,245479.531
electricity,heating,245824.202
electricity,cooling,245914.169
electricity,range_oven,248222.947
electricity,ceiling_fan,248232.495
electricity,heating_fans_pumps,248598.705
natural_gas,grill,248943.609
electricity,refrigerator,249123.866
electricity,lighting_exterior,249151.297
electricity,refrigerator,249293.76
electricity,pool_pump,249402.595
electricity,freezer,250037.462
electricity,refrigerator,250189.964
electricity,refrigerator,250498.874
electricity,refrigerator,250621.091
electricity,ceiling_fan,251402.284
natural_gas,hot_water,251654.265
electricity,refrigerator,251876.296
electricity,clothes_dryer,252003.886
electricity,mech_vent,252106.564
electricity,freezer,252595.39
propane,hot_water,252805.154
propane,heating,252929.71
natural_gas,grill,252972.157
propane,hot_water,253011.48
electricity,mech_vent,253967.524
electricity,plug_loads,254412.65
electricity,heating,254416.756
propane,heating,254817.089
electricity,lighting_interior,254849.326
electricity,heating_fans_pumps,255241.175
electricity,lighting_garage,255358.69
electricity,plug_loads,255582.885
electricity,hot_water,256109.24
electricity,heating_hp_bkup,256765.722
natural_gas,fireplace,256829.893
propane,hot_water,257142.318
electricity,clothes_dryer,257280.634
electricity,lighting_exterior,257491.554
fuel_oil,hot_water,258544.66
electricity,lighting_garage,259196.142
electricity,pool_heater,259793.137
electricity,heating_fans_pumps,261598.175
fuel_oil,heating,262066.496
electricity,range_oven,262146.756
electricity,refrigerator,262223.757
natural_gas,range_oven,262580.569
propane,heating,262718.875
natural_gas,pool_heater,262903.8
propane,range_oven,263331.712
electricity,range_oven,264072.808
electricity,clothes_dryer,264839.531
electricity,clothes_dryer,265266.507
electricity,refrigerator,265535.194
natural_gas,hot_tub_heater,265697.648
electricity,clothes_dryer,266059.87
electricity,hot_tub_heater,266436.185
natural_gas,grill,266482.14
electricity,clothes_dryer,266759.419
electricity,range_oven,267712.733
electricity,lighting_interior,268187.287
electricity,hot_tub_heater,268344.373
natural_gas,fireplace,268580.882
natural_gas,range_oven,268684.635
electricity,clothes_dryer,268855.768
electricity,clothes_dryer,269601.35
propane,hot_water,270512.803
electricity,range_oven,270533.522
propane,heating,271219.398
natural_gas,range_oven,271454.767
natural_gas,hot_water,271461.77
electricity,hot_water,271766.856
natural_gas,hot_tub_heater,271939.18
natural_gas,hot_water,271990.176
natural_gas,grill,272383.109
natural_gas,clothes_dryer,272687.407
electricity,ceiling_fan,272870.473
electricity,clothes_dryer,273259.147
electricity,hot_water,273752.697
natural_gas,hot_tub_heater,274044.6
fuel_oil,hot_water,274242.724
electricity,heating,274267.633
electricity,heating_hp_bkup,274524.939
natural_gas,grill,275186.066
propane,clothes_dryer,275774.3
propane,clothes_dryer,276458.319
natural_gas,hot_water,276501.424
electricity,heating,276556.52
electricity,hot_tub_heater,276738.815
electricity,hot_water,276778.666
electricity,heating,276855.742
electricity,heating_hp_bkup,277627.693
electricity,lighting_exterior,278013.005
propane,heating,278049.71
natural_gas,hot_water,278270.98
propane,hot_water,278685.974
electricity,refrigerator,278779.366
electricity,clothes_dryer,279243.976
electricity,range_oven,279841.482
electricity,pool_pump,279978.99
electricity,well_pump,280473.406
electricity,refrigerator,280550.687
electricity,refrigerator,281059.135
electricity,pool_heater,281113.473
propane,hot_water,281840.291
electricity,lighting_exterior,282373.94
electricity,ceiling_fan,283059.894
electricity,clothes_dryer,283205.688
electricity,ceiling_fan,283217.77
electricity,hot_water,283266.675
electricity,clothes_washer,283831.984
natural_gas,hot_water,283864.243
propane,clothes_dryer,283926.64
electricity,lighting_interior,284593.69
electricity,hot_water,284841.342
electricity,refrigerator,286061.613
electricity,lighting_garage,286327.147
natural_gas,pool_heater,286796.119
electricity,clothes_dryer,286954.101
electricity,clothes_washer,287703.637
electricity,range_oven,288305.085
natural_gas,heating,288591.484
electricity,hot_water,288791.356
electricity,range_oven,288917.878
electricity,plug_loads,289060.097
electricity,lighting_exterior,289690.64
natural_gas,fireplace,289693.127
propane,hot_water,289843.183
electricity,heating,290025.181
electricity,clothes_dryer,290623.913
electricity,refrigerator,290763.593
electricity,refrigerator,290854.741
electricity,cooling,290875.382
electricity,refrigerator,291168.057
electricity,plug_loads,291345.469
electricity,clothes_washer,291363.837
electricity,heating_fans_pumps,291474.707
electricity,hot_tub_heater,292012.496
electricity,heating_hp_bkup,292117.118
electricity,mech_vent,292413.936
electricity,pool_pump,292623.242
propane,hot_water,292711.471
electricity,lighting_interior,293449.154
natural_gas,clothes_dryer,294107.937
electricity,cooling_fans_pumps,295650.978
electricity,lighting_interior,295959.312
electricity,freezer,296080.166
electricity,clothes_dryer,297386.829
electricity,lighting_interior,297615.726
electricity,hot_water,297737.052
electricity,freezer,297998.612
electricity,refrigerator,298219.64
propane,range_oven,298667.002
natural_gas,range_oven,298700.687
electricity,refrigerator,299540.821
natural_gas,hot_water,300013.633
electricity,hot_water,300142.293
electricity,heating,300982.522
electricity,heating_fans_pumps,301462.285
propane,hot_water,301901.301
electricity,hot_water,302698.453
electricity,hot_water,303048.383
electricity,clothes_dryer,303408.829
electricity,clothes_dryer,303691.685
natural_gas,hot_water,303840.557
propane,range_oven,303932.025
natural_gas,clothes_dryer,305050.327
electricity,clothes_washer,305120.063
electricity,heating_hp_bkup,305373.025
propane,range_oven,305419.073
fuel_oil,heating,305571.723
propane,range_oven,306341.369
electricity,range_oven,306635.202
electricity,hot_tub_pump,307039.991
electricity,lighting_exterior,307131.333
propane,hot_water,308071.327
electricity,ceiling_fan,308590.59
electricity,refrigerator,309626.222
electricity,lighting_exterior,310070.924
natural_gas,pool_heater,310185.243
electricity,clothes_washer,310440.08
natural_gas,hot_water,310937.274
electricity,lighting_interior,312368.362
electricity,cooling_fans_pumps,312382.118
propane,heating,314142.001
electricity,clothes_dryer,314476.094
electricity,range_oven,314665.337
electricity,cooling_fans_pumps,315088.321
electricity,pool_pump,315588
electricity,ceiling_fan,315667.778
electricity,range_oven,316036.03
electricity,pool_heater,316268.811
natural_gas,hot_water,316349.703
electricity,clothes_dryer,316566.245
electricity,range_oven,316845.782
electricity,lighting_interior,316860.838
natural_gas,hot_water,316989.772
electricity,lighting_exterior,316994.695
natural_gas,clothes_dryer,317806.535
electricity,dishwasher,317812.993
electricity,heating_fans_pumps,317927.599
electricity,refrigerator,317988.728
electricity,clothes_washer,318720.709
natural_gas,range_oven,319001.16
electricity,well_pump,319154.977
electricity,lighting_interior,319190.173
natural_gas,hot_water,319663.166
electricity,well_pump,320044.234
natural_gas,hot_water,320110.101
electricity,cooling_fans_pumps,320119.762
electricity,freezer,320380.482
natural_gas,range_oven,320893.781
electricity,hot_water,321641.107
electricity,hot_tub_heater,321859.734
natural_gas,clothes_dryer,322642.208
electricity,pool_heater,324420.586
electricity,plug_loads,324513.198
electricity,lighting_exterior,325093.97
electricity,range_oven,325112.162
natural_gas,heating,325781.61
electricity,lighting_garage,326040.226
natural_gas,hot_water,326382.99
propane,hot_water,326692.183
electricity,plug_loads,326705.66
electricity,refrigerator,326979.877
electricity,heating_fans_pumps,327275.686
electricity,range_oven,327816.9
natural_gas,range_oven,328525.971
natural_gas,pool_heater,328547.612
propane,range_oven,329033.864
natural_gas,fireplace,329962.873
electricity,freezer,331891.158
electricity,pool_heater,332001.453
electricity,lighting_interior,332265.244
natural_gas,hot_tub_heater,332668.189
electricity,hot_tub_pump,333130.355
natural_gas,clothes_dryer,333592.564
electricity,heating_fans_pumps,333722.628
natural_gas,heating,334369.183
electricity,lighting_interior,334523.964
electricity,refrigerator,334895.682
electricity,clothes_dryer,336147.517
electricity,clothes_dryer,336495.689
electricity,cooling,337180.024
electricity,hot_water,337499.764
electricity,range_oven,337684.876
electricity,refrigerator,338765.193
natural_gas,clothes_dryer,339392.109
electricity,range_oven,340513.941
electricity,hot_tub_pump,340907.872
electricity,heating_hp_bkup,340975.297
electricity,well_pump,341453.318
electricity,hot_water,342310.819
electricity,pool_pump,342558.158
electricity,cooling_fans_pumps,342622.925
electricity,hot_water,342663.386
electricity,cooling,343835.09
electricity,hot_water,343899.559
electricity,hot_water,344354.692
electricity,clothes_dryer,344449.91
electricity,cooling_fans_pumps,344880.749
propane,hot_water,345419.419
electricity,lighting_interior,346532.209
natural_gas,hot_tub_heater,346606.365
electricity,range_oven,346667.212
natural_gas,grill,347003.411
electricity,lighting_interior,347074.422
electricity,freezer,347238.726
natural_gas,heating,347732.928
natural_gas,heating,348120.073
electricity,range_oven,348284.081
natural_gas,clothes_dryer,348448.61
natural_gas,hot_water,348566.126
electricity,ceiling_fan,349009.258
natural_gas,fireplace,349094.549
natural_gas,heating,349367.971
electricity,freezer,349476.913
electricity,lighting_interior,350629.966
propane,range_oven,350833.669
electricity,refrigerator,351918.731
natural_gas,range_oven,351946.437
electricity,lighting_interior,353833.523
electricity,freezer,353953.287
electricity,heating,354001.719
fuel_oil,heating,354296.843
electricity,lighting_interior,354410.299
propane,heating,354778.941
electricity,well_pump,355851.001
electricity,lighting_interior,356581.313
electricity,mech_vent,356686.344
electricity,heating_fans_pumps,356849.785
electricity,dishwasher,356938.803
fuel_oil,heating,357526.775
natural_gas,range_oven,357809.021
electricity,cooling,358517.358
natural_gas,hot_water,358528.781
electricity,cooling,358848.823
electricity,hot_water,359167.98
electricity,dishwasher,359758.766
electricity,well_pump,359885.707
electricity,cooling,360367.514
electricity,cooling_fans_pumps,360417.341
electricity,freezer,360667.848
electricity,cooling_fans_pumps,360766.968
propane,hot_water,361312.672
propane,hot_water,361419.348
electricity,hot_water,361656.146
electricity,dishwasher,361852.151
electricity,plug_loads,362247.278
natural_gas,range_oven,362424.92
natural_gas,hot_water,363190.369
electricity,freezer,363225.776
natural_gas,hot_tub_heater,363921.875
natural_gas,heating,365563.956
electricity,hot_water,365877.252
propane,range_oven,366078.934
electricity,clothes_dryer,366451.069
electricity,range_oven,367132.681
electricity,lighting_interior,367835.825
electricity,clothes_dryer,367862.808
electricity,hot_tub_heater,367913.794
electricity,hot_water,368286.007
electricity,well_pump,368368.359
electricity,hot_water,368749.933
electricity,cooling_fans_pumps,368892.082
electricity,hot_tub_pump,369040.361
electricity,clothes_washer,369591.716
propane,heating,369790.627
electricity,heating,370369.454
natural_gas,hot_water,371035.006
electricity,dishwasher,372097.027
electricity,heating,372640.454
natural_gas,hot_water,373391.012
electricity,clothes_dryer,373625.447
electricity,freezer,373777.229
natural_gas,fireplace,374585.55
natural_gas,clothes_dryer,375676.355
electricity,ceiling_fan,375920.525
natural_gas,fireplace,375952.423
electricity,well_pump,375955.085
fuel_oil,hot_water,376229.693
electricity,heating_fans_pumps,377381.438
electricity,well_pump,377455.01
electricity,plug_loads,378915.116
electricity,refrigerator,379067.966
electricity,plug_loads,379703.172
propane,range_oven,379999.218
electricity,hot_water,380007.373
natural_gas,clothes_dryer,380201.711
electricity,clothes_dryer,380999.727
electricity,hot_tub_heater,381628.644
natural_gas,fireplace,381791.899
propane,range_oven,381863.736
natural_gas,pool_heater,381950.73
natural_gas,heating,383144.701
propane,clothes_dryer,383425.433
